<t>CREATE TABLE Entertainment (id INT PRIMARY KEY, title VARCHAR(255), genre VARCHAR(50), release_date DATE)</t><s>ALTER TABLE Entertainment ADD COLUMN rating DECIMAL(3,1)</s>
<t>CREATE TABLE Entertainment (id INT PRIMARY KEY, title VARCHAR(255), genre VARCHAR(50), release_date DATE)</t><s>alter table entertainment add column rating decimal(3,1)</s>
<t>CREATE TABLE Entertainment (id INT PRIMARY KEY, title VARCHAR(255), genre VARCHAR(50), release_date DATE)</t><s>ALTER TABLE Entertainment MODIFY COLUMN genre VARCHAR(100)</s>
CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);</t><s>ALTER TABLE movies ADD COLUMN runtime INT;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);</t><s>alter table movies add column runtime int;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);</t><s>ALTER TABLE movies ADD COLUMN runtime INT;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);</t><s>alter table movies add column runtime int;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);</t><s>ALTER TABLE movies ADD COLUMN runtime INT;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);</t><s>alter table movies add column runtime int;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);</t><s>ALTER TABLE movies ADD COLUMN runtime INT;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);</t><s>alter table movies add column runtime int;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);</t><s>ALTER TABLE movies ADD COLUMN runtime INT;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);</t><s>alter table movies add column runtime int;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);</t><s>ALTER TABLE movies ADD COLUMN runtime INT;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);</t><s>alter table movies add column runtime int;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);</t><s>ALTER TABLE movies ADD COLUMN runtime INT;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);</t><s>alter table movies add column runtime int;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);</t><s>ALTER TABLE movies ADD COLUMN runtime INT;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);</t><s>alter table movies add column runtime int;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);</t><s>ALTER TABLE movies ADD COLUMN runtime INT;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);</t><s>alter table movies add column runtime int;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);</t><s>ALTER TABLE movies ADD COLUMN runtime INT;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);</t><s>alter table movies add column runtime int;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);</t><s>ALTER TABLE movies ADD COLUMN runtime INT;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);</t><s>alter table movies add column runtime int;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);</t><s>ALTER TABLE movies ADD COLUMN runtime INT;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);</t><s>alter table movies add column runtime int;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);</t><s>ALTER TABLE movies ADD COLUMN runtime INT;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);</t><s>alter table movies add column runtime int;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);</t><s>ALTER TABLE movies ADD COLUMN runtime INT;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);</t><s>alter table movies add column runtime int;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);</t><s>ALTER TABLE movies ADD COLUMN runtime INT;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);</t><s>alter table movies add column runtime int;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);</t><s>ALTER TABLE movies ADD COLUMN runtime INT;</s>
<t>CREATE TABLE studios (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, headquarters VARCHAR(100) NOT NULL);

CREATE TABLE awards (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, category VARCHAR(100) NOT NULL, year INT NOT NULL);

CREATE TABLE movies (id SERIAL PRIMARY KEY, title VARCHAR(255) NOT NULL, genre VARCHAR(50) NOT NULL, release_date DATE);

CREATE TABLE actors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL);

CREATE TABLE directors (id SERIAL PRIMARY KEY, name VARCHAR(100) NOT NULL, age INT NOT NULL, gender VARCHAR(10) NOT NULL, nationality VARCHAR(50) NOT NULL);</t><s>alter table movies add column runtime int;</s>
